Transaction ID,Date,Product ID,Product Name,Product Category,Quantity,PPU,Amount,Customer ID,Region
T000531,08-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,"25,000","125,000",Customer-080,Taunggyi
T000532,09-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,21,"25,000","525,000",Customer-316,Mandalay
T000533,09-04-2025,PROD-004,Standing Desk Converter,Furniture,400,"500,000","200,000,000",Customer-499,Yangon
T000534,09-04-2025,PROD-010,Webcam 1080p HD,Electronics,22,"200,000","4,400,000",Customer-936,Mandalay
T000535,09-04-2025,PROD-004,Standing Desk Converter,Furniture,49,"500,000","24,500,000",Customer-224,Yangon
T000536,09-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,50,"25,000","1,250,000",Customer-789,Yangon
T000537,09-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,37,"950,000","35,150,000",Customer-552,Mandalay
T000538,09-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,8,"350,000","2,800,000",Customer-789,Yangon
T000539,09-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,000","150,000",Customer-919,Mandalay
T000540,09-04-2025,PROD-004,Standing Desk Converter,Furniture,32,"500,000","16,000,000",Customer-761,Mandalay
T000541,09-04-2025,PROD-007,USB-C Docking Station,Electronics,180,"250,000","45,000,000",Customer-915,Yangon
T000542,09-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,47,"950,000","44,650,000",Customer-168,Mandalay
T000543,11-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,17,"120,000","2,040,000",Customer-676,Yangon
T000544,11-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,80,"950,000","76,000,000",Customer-969,Mandalay
T000545,11-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,42,"180,000","7,560,000",Customer-751,Naypyitaw
T000546,11-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,220,"180,000","39,600,000",Customer-150,Yangon
T000547,11-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,14,"950,000","13,300,000",Customer-689,Yangon
T000548,11-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,"120,000","840,000",Customer-072,Mandalay
T000549,11-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,34,"350,000","11,900,000",Customer-961,Mandalay
T000550,11-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,49,"25,000","1,225,000",Customer-448,Mandalay
T000551,11-04-2025,PROD-007,USB-C Docking Station,Electronics,12,"250,000","3,000,000",Customer-017,Yangon
T000552,11-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,46,"950,000","43,700,000",Customer-162,Naypyitaw
T000553,11-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,19,"950,000","18,050,000",Customer-833,Mandalay
T000554,15-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,33,"950,000","31,350,000",Customer-863,Bago
T000555,15-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,"25,000","250,000",Customer-120,Yangon
T000556,15-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,43,"25,000","1,075,000",Customer-335,Yangon
T000557,15-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,45,"25,000","1,125,000",Customer-791,Taunggyi
T000558,15-04-2025,PROD-004,Standing Desk Converter,Furniture,49,"500,000","24,500,000",Customer-374,Bago
T000559,15-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,11,"450,000","4,950,000",Customer-131,Taunggyi
T000560,15-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,17,"350,000","5,950,000",Customer-636,Naypyitaw
T000561,15-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,35,"120,000","4,200,000",Customer-186,Yangon
T000562,15-04-2025,PROD-003,27-inch 4K Monitor,Electronics,8,"1,200,000","9,600,000",Customer-558,Yangon
T000563,15-04-2025,PROD-004,Standing Desk Converter,Furniture,8,"500,000","4,000,000",Customer-264,Taunggyi
T000564,15-04-2025,PROD-004,Standing Desk Converter,Furniture,310,"500,000","155,000,000",Customer-802,Mandalay
T000565,15-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,42,"25,000","1,050,000",Customer-063,Naypyitaw
T000566,15-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,48,"120,000","5,760,000",Customer-486,Yangon
T000567,15-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,45,"25,000","1,125,000",Customer-112,Taunggyi
T000568,15-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,45,"450,000","20,250,000",Customer-604,Yangon
T000569,16-04-2025,PROD-007,USB-C Docking Station,Electronics,21,"250,000","5,250,000",Customer-472,Bago
T000570,16-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,27,"350,000","9,450,000",Customer-609,Mandalay
T000571,16-04-2025,PROD-007,USB-C Docking Station,Electronics,49,"250,000","12,250,000",Customer-344,Naypyitaw
T000572,16-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,470,"950,000","446,500,000",Customer-159,Mandalay
T000573,16-04-2025,PROD-004,Standing Desk Converter,Furniture,17,"500,000","8,500,000",Customer-684,Taunggyi
T000574,16-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,11,"350,000","3,850,000",Customer-275,Mandalay
T000575,16-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,370,"25,000","9,250,000",Customer-148,Naypyitaw
T000576,16-04-2025,PROD-010,Webcam 1080p HD,Electronics,46,"200,000","9,200,000",Customer-792,Taunggyi
T000577,16-04-2025,PROD-004,Standing Desk Converter,Furniture,50,"500,000","25,000,000",Customer-745,Taunggyi
T000578,16-04-2025,PROD-004,Standing Desk Converter,Furniture,29,"500,000","14,500,000",Customer-087,Yangon
T000579,16-04-2025,PROD-003,27-inch 4K Monitor,Electronics,220,"1,200,000","264,000,000",Customer-563,Yangon
T000580,17-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,39,"120,000","4,680,000",Customer-958,Mandalay
T000581,17-04-2025,PROD-007,USB-C Docking Station,Electronics,48,"250,000","12,000,000",Customer-161,Bago
T000582,17-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"950,000","7,600,000",Customer-938,Bago
T000583,17-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,310,"950,000","294,500,000",Customer-044,Bago
T000584,17-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,340,"25,000","8,500,000",Customer-784,Mandalay
T000585,17-04-2025,PROD-010,Webcam 1080p HD,Electronics,28,"200,000","5,600,000",Customer-069,Taunggyi
T000586,17-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,28,"120,000","3,360,000",Customer-163,Yangon
T000587,17-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,40,"950,000","38,000,000",Customer-776,Mandalay
T000588,17-04-2025,PROD-007,USB-C Docking Station,Electronics,40,"250,000","10,000,000",Customer-356,Bago
T000589,21-04-2025,PROD-010,Webcam 1080p HD,Electronics,6,"200,000","1,200,000",Customer-928,Mandalay
T000590,21-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,35,"350,000","12,250,000",Customer-172,Bago
T000591,21-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,27,"25,000","675,000",Customer-149,Taunggyi
T000592,21-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,29,"180,000","5,220,000",Customer-462,Bago
T000593,21-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,23,"180,000","4,140,000",Customer-727,Yangon
T000594,21-04-2025,PROD-004,Standing Desk Converter,Furniture,24,"500,000","12,000,000",Customer-394,Bago
T000595,21-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,43,"350,000","15,050,000",Customer-796,Taunggyi
T000596,21-04-2025,PROD-007,USB-C Docking Station,Electronics,39,"250,000","9,750,000",Customer-578,Naypyitaw
T000597,21-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,29,"180,000","5,220,000",Customer-133,Mandalay
T000598,21-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,30,"450,000","13,500,000",Customer-217,Taunggyi
T000599,21-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,30,"180,000","5,400,000",Customer-009,Mandalay
T000600,21-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,19,"25,000","475,000",Customer-081,Mandalay
T000601,21-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,25,"350,000","8,750,000",Customer-910,Yangon
T000602,21-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,34,"120,000","4,080,000",Customer-540,Naypyitaw
T000603,21-04-2025,PROD-003,27-inch 4K Monitor,Electronics,29,"1,200,000","34,800,000",Customer-646,Yangon
T000604,21-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,330,"350,000","115,500,000",Customer-282,Yangon
T000605,21-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,39,"120,000","4,680,000",Customer-962,Mandalay
T000606,22-04-2025,PROD-003,27-inch 4K Monitor,Electronics,7,"1,200,000","8,400,000",Customer-697,Taunggyi
T000607,22-04-2025,PROD-007,USB-C Docking Station,Electronics,44,"250,000","11,000,000",Customer-307,Mandalay
T000608,22-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,25,"350,000","8,750,000",Customer-111,Mandalay
T000609,22-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,33,"350,000","11,550,000",Customer-474,Yangon
T000610,22-04-2025,PROD-007,USB-C Docking Station,Electronics,35,"250,000","8,750,000",Customer-681,Naypyitaw
T000611,22-04-2025,PROD-004,Standing Desk Converter,Furniture,27,"500,000","13,500,000",Customer-143,Bago
T000612,22-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,48,"25,000","1,200,000",Customer-640,Bago
T000613,22-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,49,"25,000","1,225,000",Customer-511,Bago
T000614,22-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,24,"180,000","4,320,000",Customer-771,Bago
T000615,22-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,11,"120,000","1,320,000",Customer-812,Mandalay
T000616,22-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,50,"350,000","17,500,000",Customer-237,Naypyitaw
T000617,22-04-2025,PROD-010,Webcam 1080p HD,Electronics,50,"200,000","10,000,000",Customer-120,Yangon
T000618,22-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,33,"450,000","14,850,000",Customer-758,Yangon
T000619,22-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,48,"450,000","21,600,000",Customer-603,Mandalay
T000620,22-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,21,"350,000","7,350,000",Customer-687,Yangon
T000621,22-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,44,"950,000","41,800,000",Customer-839,Mandalay
T000622,22-04-2025,PROD-007,USB-C Docking Station,Electronics,38,"250,000","9,500,000",Customer-418,Mandalay
T000623,23-04-2025,PROD-003,27-inch 4K Monitor,Electronics,12,"1,200,000","14,400,000",Customer-670,Yangon
T000624,23-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,39,"25,000","975,000",Customer-661,Yangon
T000625,23-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,22,"180,000","3,960,000",Customer-946,Taunggyi
T000626,23-04-2025,PROD-004,Standing Desk Converter,Furniture,28,"500,000","14,000,000",Customer-928,Mandalay
T000627,23-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,9,"450,000","4,050,000",Customer-968,Taunggyi
T000628,23-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,350,"350,000","122,500,000",Customer-312,Mandalay
T000629,23-04-2025,PROD-003,27-inch 4K Monitor,Electronics,39,"1,200,000","46,800,000",Customer-170,Mandalay
T000630,23-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,"950,000","8,550,000",Customer-265,Mandalay
T000631,23-04-2025,PROD-007,USB-C Docking Station,Electronics,16,"250,000","4,000,000",Customer-206,Yangon
T000632,23-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,15,"180,000","2,700,000",Customer-351,Bago
T000633,23-04-2025,PROD-003,27-inch 4K Monitor,Electronics,5,"1,200,000","6,000,000",Customer-927,Taunggyi
T000634,23-04-2025,PROD-007,USB-C Docking Station,Electronics,8,"250,000","2,000,000",Customer-632,Yangon
T000635,23-04-2025,PROD-007,USB-C Docking Station,Electronics,13,"250,000","3,250,000",Customer-537,Mandalay
T000636,23-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,34,"950,000","32,300,000",Customer-016,Taunggyi
T000637,24-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,44,"450,000","19,800,000",Customer-962,Mandalay
T000638,24-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,35,"180,000","6,300,000",Customer-628,Mandalay
T000639,24-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,47,"25,000","1,175,000",Customer-537,Mandalay
T000640,24-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,450,"450,000","202,500,000",Customer-074,Bago
T000641,24-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,37,"120,000","4,440,000",Customer-122,Bago
T000642,24-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,37,"25,000","925,000",Customer-002,Mandalay
T000643,24-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,42,"25,000","1,050,000",Customer-581,Bago
T000644,24-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,33,"350,000","11,550,000",Customer-757,Naypyitaw
T000645,24-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,40,"180,000","7,200,000",Customer-357,Yangon
T000646,24-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,42,"950,000","39,900,000",Customer-774,Taunggyi
T000647,25-04-2025,PROD-007,USB-C Docking Station,Electronics,49,"250,000","12,250,000",Customer-786,Mandalay
T000648,25-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,28,"120,000","3,360,000",Customer-946,Taunggyi
T000649,25-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,34,"25,000","850,000",Customer-744,Naypyitaw
T000650,25-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,31,"180,000","5,580,000",Customer-769,Yangon
T000651,25-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,40,"120,000","4,800,000",Customer-450,Yangon
T000652,25-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,15,"350,000","5,250,000",Customer-387,Yangon
T000653,25-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,45,"180,000","8,100,000",Customer-833,Mandalay
T000654,25-04-2025,PROD-001,Ergonomic Mesh Chair,Furniture,27,"450,000","12,150,000",Customer-836,Yangon
T000655,28-04-2025,PROD-007,USB-C Docking Station,Electronics,12,"250,000","3,000,000",Customer-670,Yangon
T000656,28-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,23,"25,000","575,000",Customer-460,Naypyitaw
T000657,28-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,23,"25,000","575,000",Customer-771,Bago
T000658,28-04-2025,PROD-004,Standing Desk Converter,Furniture,6,"500,000","3,000,000",Customer-813,Mandalay
T000659,28-04-2025,PROD-003,27-inch 4K Monitor,Electronics,22,"1,200,000","26,400,000",Customer-223,Naypyitaw
T000660,28-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,47,"180,000","8,460,000",Customer-273,Mandalay
T000661,28-04-2025,PROD-010,Webcam 1080p HD,Electronics,13,"200,000","2,600,000",Customer-474,Yangon
T000662,28-04-2025,PROD-010,Webcam 1080p HD,Electronics,10,"200,000","2,000,000",Customer-394,Bago
T000663,28-04-2025,PROD-007,USB-C Docking Station,Electronics,22,"250,000","5,500,000",Customer-692,Mandalay
T000664,28-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,14,"950,000","13,300,000",Customer-334,Yangon
T000665,30-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,33,"350,000","11,550,000",Customer-928,Mandalay
T000666,30-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,29,"950,000","27,550,000",Customer-596,Mandalay
T000667,30-04-2025,PROD-004,Standing Desk Converter,Furniture,16,"500,000","8,000,000",Customer-125,Mandalay
T000668,30-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,12,"180,000","2,160,000",Customer-896,Naypyitaw
T000669,30-04-2025,PROD-004,Standing Desk Converter,Furniture,40,"500,000","20,000,000",Customer-537,Mandalay
T000670,30-04-2025,PROD-003,27-inch 4K Monitor,Electronics,45,"1,200,000","54,000,000",Customer-230,Yangon
T000671,30-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,35,"350,000","12,250,000",Customer-626,Mandalay
T000672,30-04-2025,PROD-010,Webcam 1080p HD,Electronics,48,"200,000","9,600,000",Customer-450,Yangon
T000673,30-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,10,"180,000","1,800,000",Customer-837,Naypyitaw
T000674,30-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,38,"25,000","950,000",Customer-501,Bago
T000675,01-05-2025,PROD-004,Standing Desk Converter,Furniture,16,"500,000","8,000,000",Customer-276,Mandalay
T000676,01-05-2025,PROD-004,Standing Desk Converter,Furniture,15,"500,000","7,500,000",Customer-032,Mandalay
T000677,01-05-2025,PROD-009,Adjustable Monitor Arm,Furniture,14,"180,000","2,520,000",Customer-438,Bago
T000678,01-05-2025,PROD-007,USB-C Docking Station,Electronics,21,"250,000","5,250,000",Customer-324,Yangon
T000679,01-05-2025,PROD-003,27-inch 4K Monitor,Electronics,15,"1,200,000","18,000,000",Customer-832,Bago
T000680,01-05-2025,PROD-010,Webcam 1080p HD,Electronics,38,"200,000","7,600,000",Customer-374,Bago
T000681,01-05-2025,PROD-004,Standing Desk Converter,Furniture,38,"500,000","19,000,000",Customer-766,Naypyitaw
T000682,01-05-2025,PROD-004,Standing Desk Converter,Furniture,10,"500,000","5,000,000",Customer-403,Yangon
T000683,01-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,41,"25,000","1,025,000",Customer-928,Mandalay
T000684,01-05-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,24,"350,000","8,400,000",Customer-688,Yangon
T000685,01-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,17,"25,000","425,000",Customer-267,Yangon
T000686,01-05-2025,PROD-005,Noise-Cancelling Headphones,Electronics,42,"950,000","39,900,000",Customer-035,Bago
T000687,02-05-2025,PROD-004,Standing Desk Converter,Furniture,210,"500,000","105,000,000",Customer-499,Yangon
T000688,02-05-2025,PROD-003,27-inch 4K Monitor,Electronics,17,"1,200,000","20,400,000",Customer-381,Bago
T000689,02-05-2025,PROD-010,Webcam 1080p HD,Electronics,24,"200,000","4,800,000",Customer-716,Naypyitaw
T000690,02-05-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,"120,000","840,000",Customer-372,Mandalay
T000691,02-05-2025,PROD-010,Webcam 1080p HD,Electronics,19,"200,000","3,800,000",Customer-076,Mandalay
T000692,02-05-2025,PROD-005,Noise-Cancelling Headphones,Electronics,10,"950,000","9,500,000",Customer-459,Yangon
T000693,05-05-2025,PROD-004,Standing Desk Converter,Furniture,6,"500,000","3,000,000",Customer-690,Bago
T000694,05-05-2025,PROD-003,27-inch 4K Monitor,Electronics,500,"1,200,000","600,000,000",Customer-193,Yangon
T000695,05-05-2025,PROD-009,Adjustable Monitor Arm,Furniture,14,"180,000","2,520,000",Customer-429,Mandalay
T000696,05-05-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,34,"350,000","11,900,000",Customer-921,Taunggyi
T000697,05-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,15,"450,000","6,750,000",Customer-574,Naypyitaw
T000698,05-05-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,48,"120,000","5,760,000",Customer-291,Naypyitaw
T000699,05-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,40,"450,000","18,000,000",Customer-063,Naypyitaw
T000700,05-05-2025,PROD-010,Webcam 1080p HD,Electronics,24,"200,000","4,800,000",Customer-591,Yangon
T000701,05-05-2025,PROD-010,Webcam 1080p HD,Electronics,27,"200,000","5,400,000",Customer-870,Yangon
T000702,05-05-2025,PROD-007,USB-C Docking Station,Electronics,21,"250,000","5,250,000",Customer-958,Mandalay
T000703,05-05-2025,PROD-003,27-inch 4K Monitor,Electronics,8,"1,200,000","9,600,000",Customer-727,Yangon
T000704,05-05-2025,PROD-003,27-inch 4K Monitor,Electronics,15,"1,200,000","18,000,000",Customer-272,Naypyitaw
T000705,05-05-2025,PROD-004,Standing Desk Converter,Furniture,30,"500,000","15,000,000",Customer-004,Yangon
T000706,08-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,22,"25,000","550,000",Customer-141,Mandalay
T000707,08-05-2025,PROD-007,USB-C Docking Station,Electronics,370,"250,000","92,500,000",Customer-667,Yangon
T000708,08-05-2025,PROD-003,27-inch 4K Monitor,Electronics,23,"1,200,000","27,600,000",Customer-485,Taunggyi
T000709,08-05-2025,PROD-007,USB-C Docking Station,Electronics,37,"250,000","9,250,000",Customer-276,Mandalay
T000710,08-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,14,"450,000","6,300,000",Customer-638,Bago
T000711,08-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,24,"450,000","10,800,000",Customer-705,Mandalay
T000712,08-05-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,28,"120,000","3,360,000",Customer-349,Naypyitaw
T000713,12-05-2025,PROD-007,USB-C Docking Station,Electronics,28,"250,000","7,000,000",Customer-517,Yangon
T000714,12-05-2025,PROD-004,Standing Desk Converter,Furniture,30,"500,000","15,000,000",Customer-037,Bago
T000715,12-05-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,"120,000","840,000",Customer-019,Bago
T000716,12-05-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,500,"350,000","175,000,000",Customer-243,Mandalay
T000717,12-05-2025,PROD-010,Webcam 1080p HD,Electronics,27,"200,000","5,400,000",Customer-964,Mandalay
T000718,12-05-2025,PROD-005,Noise-Cancelling Headphones,Electronics,31,"950,000","29,450,000",Customer-940,Taunggyi
T000719,12-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,43,"450,000","19,350,000",Customer-735,Yangon
T000720,12-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,30,"450,000","13,500,000",Customer-844,Taunggyi
T000721,12-05-2025,PROD-009,Adjustable Monitor Arm,Furniture,490,"180,000","88,200,000",Customer-784,Mandalay
T000722,12-05-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,460,"350,000","161,000,000",Customer-241,Yangon
T000723,12-05-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,39,"120,000","4,680,000",Customer-265,Mandalay
T000724,12-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,37,"25,000","925,000",Customer-626,Mandalay
T000725,12-05-2025,PROD-003,27-inch 4K Monitor,Electronics,48,"1,200,000","57,600,000",Customer-121,Taunggyi
T000726,12-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,42,"25,000","1,050,000",Customer-111,Mandalay
T000727,12-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,9,"450,000","4,050,000",Customer-234,Naypyitaw
T000728,12-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,11,"25,000","275,000",Customer-907,Naypyitaw
T000729,12-05-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,12,"350,000","4,200,000",Customer-438,Bago
T000730,13-05-2025,PROD-003,27-inch 4K Monitor,Electronics,35,"1,200,000","42,000,000",Customer-242,Naypyitaw
T000731,13-05-2025,PROD-003,27-inch 4K Monitor,Electronics,260,"1,200,000","312,000,000",Customer-078,Yangon
T000732,13-05-2025,PROD-004,Standing Desk Converter,Furniture,23,"500,000","11,500,000",Customer-064,Taunggyi
T000733,13-05-2025,PROD-004,Standing Desk Converter,Furniture,44,"500,000","22,000,000",Customer-709,Yangon
T000734,13-05-2025,PROD-004,Standing Desk Converter,Furniture,22,"500,000","11,000,000",Customer-097,Bago
T000735,13-05-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,44,"120,000","5,280,000",Customer-738,Yangon
T000736,13-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,15,"450,000","6,750,000",Customer-992,Mandalay
T000737,13-05-2025,PROD-005,Noise-Cancelling Headphones,Electronics,42,"950,000","39,900,000",Customer-139,Taunggyi
T000738,13-05-2025,PROD-009,Adjustable Monitor Arm,Furniture,47,"180,000","8,460,000",Customer-174,Mandalay
T000739,13-05-2025,PROD-009,Adjustable Monitor Arm,Furniture,10,"180,000","1,800,000",Customer-431,Yangon
T000740,13-05-2025,PROD-010,Webcam 1080p HD,Electronics,43,"200,000","8,600,000",Customer-961,Mandalay
T000741,13-05-2025,PROD-010,Webcam 1080p HD,Electronics,4,"200,000","800,000",Customer-294,Yangon
T000742,13-05-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,36,"350,000","12,600,000",Customer-017,Yangon
T000743,13-05-2025,PROD-007,USB-C Docking Station,Electronics,13,"250,000","3,250,000",Customer-415,Mandalay
T000744,15-05-2025,PROD-005,Noise-Cancelling Headphones,Electronics,39,"950,000","37,050,000",Customer-925,Mandalay
T000745,15-05-2025,PROD-004,Standing Desk Converter,Furniture,48,"500,000","24,000,000",Customer-020,Yangon
T000746,15-05-2025,PROD-004,Standing Desk Converter,Furniture,20,"500,000","10,000,000",Customer-509,Mandalay
T000747,15-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,29,"25,000","725,000",Customer-891,Bago
T000748,15-05-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,30,"350,000","10,500,000",Customer-948,Yangon
T000749,15-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,170,"25,000","4,250,000",Customer-180,Mandalay
T000750,15-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,46,"25,000","1,150,000",Customer-669,Mandalay
T000751,15-05-2025,PROD-009,Adjustable Monitor Arm,Furniture,17,"180,000","3,060,000",Customer-387,Yangon
T000752,15-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,7,"450,000","3,150,000",Customer-924,Taunggyi
T000753,15-05-2025,PROD-007,USB-C Docking Station,Electronics,30,"250,000","7,500,000",Customer-964,Mandalay
T000754,16-05-2025,PROD-005,Noise-Cancelling Headphones,Electronics,29,"950,000","27,550,000",Customer-412,Mandalay
T000755,16-05-2025,PROD-005,Noise-Cancelling Headphones,Electronics,18,"950,000","17,100,000",Customer-560,Mandalay
T000756,16-05-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,33,"350,000","11,550,000",Customer-834,Yangon
T000757,16-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,18,"450,000","8,100,000",Customer-038,Naypyitaw
T000758,16-05-2025,PROD-007,USB-C Docking Station,Electronics,490,"250,000","122,500,000",Customer-282,Yangon
T000759,16-05-2025,PROD-010,Webcam 1080p HD,Electronics,90,"200,000","18,000,000",Customer-180,Mandalay
T000760,16-05-2025,PROD-005,Noise-Cancelling Headphones,Electronics,22,"950,000","20,900,000",Customer-415,Mandalay
